date,close,open,maximo,minimo,variacion,anterior,predictions
2001-04-11,596.65,594.4,596.95,593.8,0.0034999999999999996,594.55,593.944412593512
2001-04-12,597.75,598.2,599.35,597.6,0.0018,596.65,597.2214271017526
2001-04-13,597.75,597.6,597.75,597.6,0.0,597.75,599.40814948076
2001-04-16,600.55,599.4,601.75,599.1,0.004699999999999999,597.75,597.5814693469182
2001-04-17,600.15,600.4,601.6,600.0,-0.0007000000000000001,600.55,598.0378050216422
2001-04-18,597.35,600.0,600.15,596.7,-0.004699999999999999,600.15,600.7819890802305
2001-04-19,598.15,597.2,598.15,595.35,0.0013,597.35,598.6231064723196
2001-04-20,601.2,598.0,602.85,598.0,0.0051,598.15,599.5704973835238
2001-04-23,602.7,601.0,604.25,601.0,0.0025,601.2,601.6225727992859
2001-04-24,602.7,602.5,603.75,601.15,0.0,602.7,601.8117833193797
2001-04-25,606.15,602.6,606.85,602.5,0.005699999999999999,602.7,601.5492173045426
2001-04-26,601.85,606.05,606.25,601.45,-0.0070999999999999995,606.15,607.250214286546
2001-04-27,600.65,601.6,602.05,598.5,-0.002,601.85,603.7450204590263
2001-04-30,600.85,600.45,600.85,597.4,0.0003,600.65,603.418225658419
2001-05-01,600.85,600.7,600.85,600.7,0.0,600.85,599.3167613817149
2001-05-02,602.35,600.7,603.55,600.7,0.0025,600.85,601.0302806375646
2001-05-03,601.85,602.2,603.45,601.2,-0.0008,602.35,602.268804344324
2001-05-04,602.05,601.7,602.4,600.15,0.0003,601.85,603.9297094194324
2001-05-07,600.55,601.9,602.1,599.4,-0.0025,602.05,604.396250186887
2001-05-08,602.15,600.4,602.35,600.4,0.0027,600.55,599.9799044802077
2001-05-09,602.45,602.0,605.15,602.0,0.0005,602.15,602.7857043881985
2001-05-10,602.65,602.5,603.25,601.6,0.0003,602.45,601.2870701626923
2001-05-11,604.2,602.5,604.35,602.4,0.0026,602.65,603.3888339901204
2001-05-14,604.45,604.1,605.95,604.1,0.0004,604.2,605.341702100559
2001-05-15,605.95,604.3,606.5,604.1,0.0025,604.45,604.3122744489879
2001-05-16,606.95,605.8,607.05,604.5,0.0017000000000000001,605.95,606.4012914257424
2001-05-17,607.05,606.85,607.35,606.0,0.0002,606.95,605.9662898740446
2001-05-18,607.3,606.8,607.35,605.6,0.0004,607.05,607.1944019011094
2001-05-21,607.3,607.15,607.3,607.15,0.0,607.3,607.6183568317218
2001-05-22,604.95,607.15,607.4,604.7,-0.0039000000000000003,607.3,607.6342940408858
2001-05-23,605.5,604.8,606.55,604.75,0.0009,604.95,605.1017000925737
2001-05-24,605.6,605.35,605.9,604.8,0.0002,605.5,605.070327604208
2001-05-25,606.25,605.5,606.45,605.4,0.0011,605.6,606.4232063198288
2001-05-28,606.35,606.1,606.55,605.2,0.0002,606.25,606.3850288562733
2001-05-29,609.35,606.25,609.35,606.1,0.0049,606.35,606.9428033296743
2001-05-30,610.35,609.2,611.35,609.2,0.0016,609.35,610.1619002225127
2001-05-31,610.95,610.25,612.0,609.0,0.001,610.35,609.2514803880839
2001-06-01,610.55,610.8,613.75,610.2,-0.0007000000000000001,610.95,611.3738372372859
2001-06-04,607.35,610.4,610.55,607.1,-0.0052,610.55,610.2757787615456
2001-06-05,606.55,607.2,607.65,605.8,-0.0013,607.35,606.4676857894832
2001-06-06,607.0,606.4,607.4,605.8,0.0007000000000000001,606.55,607.2617622802027
2001-06-07,608.15,606.8,608.85,606.8,0.0019,607.0,606.8387501826321
2001-06-08,608.25,607.95,608.45,607.0,0.0002,608.15,609.3069388564144
2001-06-11,608.25,608.15,608.3,608.1,0.0,608.25,608.9083162071008
2001-06-12,611.15,608.1,611.15,608.1,0.0048,608.25,609.5986097179729
2001-06-13,612.65,611.0,614.15,611.0,0.0025,611.15,611.9117323107301
2001-06-14,612.65,612.5,614.55,611.9,0.0,612.65,612.5380325063568
2001-06-15,614.75,612.5,615.15,612.5,0.0034000000000000002,612.65,612.8596206441133
2001-06-18,620.75,614.6,620.95,614.6,0.0098,614.75,611.0624281879215
2001-06-19,622.65,620.6,624.85,620.6,0.0031,620.75,624.8516504402149
2001-06-20,624.15,621.5,624.25,621.5,0.0024,622.65,623.182664446262
